Sr no.,File name,Query,Response,Summary,,,,,,,,
2083,c2298886.wav,Issue with new tasks not appearing in system,NSE staff discuss system access and auto-population,Internal staff troubleshoot task visibility issue.,,,,,,,,
2084,c2298891.wav,Unable to sell suspended Kotak Nasdaq mutual fund via Paytm Money,NSE provides mutual fund department contact,Customer can't sell suspended fund; NSE gives department helpline.,,,,,,,,
2085,c2298900.wav,Client not permitted to trade after UCI update,NSE guides to check KRA status and submit screenshots,Broker faces client status issue; NSE explains verification and troubleshooting steps.,,,,,,,,
2086,c2298909.wav,Query about UCC clients trading on RFQ,NSE clarifies not permitted clients cannot trade,Broker asks about RFQ; NSE explains restrictions and penalty process.,,,,,,,,
2087,c2298911.wav,LF payment email process for listed company,NSE transfers call to listing compliance,Company secretary asks about payment email; NSE connects to compliance team.,,,,,,,,
2088,c2298917.wav,Transfer of securities after ISN suspension lifted,NSE advises to approach DP for normal DIS transfer,Customer asks about transfer; NSE clarifies DP process.,,,,,,,,
2089,c2298934.wav,Request to review Preeti,NSE staff acknowledges and promises to inform of changes,Internal staff coordinate on review process.,,,,,,,,
2090,c2298936.wav,Clarification on DP process for share transfer,NSE advises to approach DP and confirms process,Customer confused about DP process; NSE clarifies DP's role.,,,,,,,,
2091,c2298949.wav,Meaning of EQ,BE,BZ series in stock listings,NSE explains EQ is equity,BE/BZ are surveillance measures,Customer asks about series codes; NSE clarifies meanings.,,,,,
2092,c2298953.wav,Telegram investment scam and account frozen,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2093,c2298956.wav,Coordination for meeting with Preeti,NSE staff confirm and coordinate,Internal staff discuss meeting schedule.,,,,,,,,
2094,c2298964.wav,Claim rejected due to UCC not found in Karvy,NSE explains UCC mismatch and advises to send proof,Customer's claim rejected; NSE clarifies UCC requirement and process.,,,,,,,,
2095,c2298968.wav,Request to stop NSE emails after account closure,NSE explains to contact broker for closure,Customer wants to stop emails; NSE directs to broker.,,,,,,,,
2096,c2298977.wav,Trade not triggered at expected price/time,NSE explains order matching and market mechanism,Customer confused about trade execution; NSE clarifies process.,,,,,,,,
2097,c2298982.wav,Meaning of EQ,BE,BZ in stock listings,NSE explains series codes and surveillance measures,Customer asks about series; NSE clarifies meanings.,,,,,,
2098,c2298989.wav,Issue with FNO segment not permitted to trade,NSE advises to send screenshots and check PAN details,Broker faces FNO issue; NSE guides on troubleshooting.,,,,,,,,
2099,c2298993.wav,Query about not permitted to trade status,NSE explains to check parameters and send screenshots,Broker faces status issue; NSE clarifies process.,,,,,,,,
2100,c2299003.wav,Account balance discrepancy in Groww,NSE advises to contact broker for details,Customer sees less balance; NSE directs to broker for resolution. 2101,c2299005.wav,Query about BZ and BE series in stocks,NSE staff explains to check 'Legend of series' for details,Customer asks about BZ/BE; NSE directs to series legend for compliance info.,,,,
2102,c2299010.wav,Complaint about AngelOne margin trading and account closure,NSE advises to file complaint on SEBI SCORES,Customer unhappy with broker; NSE guides to SEBI complaint portal.,,,,,,,,
2103,c2299024.wav,Call back request after meeting,NSE staff agrees to call back,Internal staff coordinate follow-up.,,,,,,,,
2104,c2299031.wav,Karvy default claim and partial settlement,NSE explains asset sale process and claim calculation,Customer asks about claim; NSE clarifies process and default date.,,,,,,,,
2105,c2299034.wav,Claim status for Concord Smart,NSE staff checks reference and confirms process,Customer inquires about claim; NSE confirms receipt and legal process.,,,,,,,,
2106,c2299040.wav,ARN number and refund for distributor registration,NSE staff checks registration and advises to contact relevant portal,Customer asks about ARN; NSE clarifies process and directs to CAMS.,,,,,,,,
2107,c2299056.wav,Request to reactivate inactive Upstox demat account,NSE advises to contact broker and wait for update,Customer wants account reactivated; NSE explains broker's role.,,,,,,,,
2108,c2299073.wav,ARN number query for distributor registration,NSE staff confirms registration and directs to CAMS,Customer asks about ARN; NSE clarifies process.,,,,,,,,
2109,c2299079.wav,Concord Smart claim status and legal proceedings,NSE confirms claim is in legal process,Customer asks about claim; NSE explains legal workflow.,,,,,,,,
2110,c2299097.wav,Unable to open NSE Alert PDF,NSE explains to use PAN in capital letters as password,Customer can't open PDF; NSE clarifies password process.,,,,,,,,
2111,c2299101.wav,Unable to view option chain on NSE website,NSE staff provides webmaster email for support,Customer can't see option chain; NSE gives support contact.,,,,,,,,
2112,c2299105.wav,Rules for buying/selling stocks and company suspension,NSE explains broker's role and company suspension process,Customer asks about stock rules; NSE clarifies broker/exchange process.,,,,,,,,
2113,c2299132.wav,Complaint status for Tata Elixir shares,NSE requests claim/reference number and guides to file claim,Customer asks about complaint; NSE explains process.,,,,,,,,
2114,c2299133.wav,Request for investment statement from Anand Rathi,NSE advises to contact mutual fund directly,Customer asks about statement; NSE clarifies not NSE's domain.,,,,,,,,
2115,c2299136.wav,Telegram investment scam and profit withdrawal,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2116,c2299148.wav,Reversal of mistaken SBI payment,NSE requests transaction details and guides on follow-up,Customer seeks reversal; NSE explains process and documentation.,,,,,,,,
2117,c2299149.wav,Short selling and loss in Kalyan Jewellers,NSE explains broker's role and SEBI complaint process,Customer faces loss; NSE clarifies complaint escalation.,,,,,,,,
2118,c2299161.wav,Case reference and UCI email follow-up,NSE confirms mail received and provides case ID,Customer follows up on UCI case; NSE assures response.,,,,,,,,
2119,c2299163.wav,Smart ODR complaint and arbitration fees,NSE staff discuss case workflow and member responses,Internal staff coordinate on arbitration and case closure.,,,,,,,,
2120,c2299172.wav,Review 2 claim payment status,NSE confirms payment disbursed and advises to check bank statement,Customer asks about claim; NSE clarifies payment details.,,,,,,,,
2121,c2299181.wav,Internal discussion on SLA and case closure,NSE staff coordinate on deadlines and member responses,Internal staff discuss case workflow.,,,,,,,,
2122,c2299193.wav,Request to close ICICI Demat account,NSE advises to contact broker for closure,Customer wants to close account; NSE directs to broker.,,,,,,,,
2123,c2299222.wav,Query about Ramya's availability,NSE staff confirms absence,Internal staff coordinate on team availability.,,,,,,,,
2124,c2299224.wav,Query about UCC trading status file path,NSE staff coordinate with IT and advise to check with team,Broker faces file path issue; NSE explains troubleshooting steps.,,,,,,,,
2125,c2299228.wav,Suggestion for documenting business team coordination,NSE staff discuss using ServiceNow for documentation,Internal staff discuss workflow improvement. 2126,c2299238.wav,Complaint not visible on SEBI portal for company,NSE staff promises callback from concerned department,Company can't see complaint; NSE assures follow-up.,,,,
2127,c2299241.wav,Query about PAN debarment and sub-broker ship,NSE confirms PAN not debarred and forwards to team,Customer asks about debarment; NSE clarifies status and process.,,,,,,,,
2128,c2299257.wav,Issue with Groww app and account recovery,NSE advises to contact Groww customer care,Customer can't access Groww; NSE directs to broker support.,,,,,,,,
2129,c2299259.wav,Request for TPIN and BOID in Zerodha,NSE guides to find BOID in profile,Customer needs TPIN; NSE explains process.,,,,,,,,
2130,c2299269.wav,Ledger statement missing for Carvey claim,NSE advises to request manual ledger format from default ISC,Customer lacks ledger; NSE explains alternative process.,,,,,,,,
2131,c2299282.wav,Query about MTF TAT cost,NSE staff confirms TAT is 8 hours,Customer asks about TAT; NSE clarifies duration.,,,,,,,,
2132,c2299284.wav,Wrong payment made to NSE,NSE staff advises to mail details for checking,Customer made wrong payment; NSE guides on follow-up.,,,,,,,,
2133,c2299287.wav,Complaint not visible on SEBI portal for company,NSE staff coordinates with team for callback,Company can't see complaint; NSE assures follow-up.,,,,,,,,
2134,c2299296.wav,Query about deal money or commodities,NSE staff clarifies call was made to exchange by mistake,Customer called wrong number; NSE clarifies.,,,,,,,,
2135,c2299302.wav,Password reset for NPS EPRAN card,NSE advises to contact mutual fund distributor,Customer asks about EPRAN; NSE directs to distributor.,,,,,,,,
2136,c2299318.wav,Internal discussion on SLA and case closure,NSE staff coordinate on deadlines and member responses,Internal staff discuss workflow.,,,,,,,,
2137,c2299321.wav,Order error due to invalid PAN,NSE advises to contact trade support department,Broker faces order error; NSE directs to trade support.,,,,,,,,
2138,c2299325.wav,Telegram investment scam and loss,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2139,c2299341.wav,Query about CAMS portal registration,NSE staff confirms only two platforms and directs to CAMS,Customer asks about registration; NSE clarifies process.,,,,,,,,
2140,c2299342.wav,Query about CAMS portal registration,NSE staff confirms only two platforms and directs to CAMS,Customer asks about registration; NSE clarifies process.,,,,,,,,
2141,c2299367.wav,Request for Suraj's availability,NSE staff confirms absence and promises callback,Internal staff coordinate on team availability.,,,,,,,,
2142,c2299368.wav,Confusion over bond deal confirmation and payment,NSE advises to contact broker and provides mail ID,Customer confused about bond payment; NSE clarifies process.,,,,,,,,
2143,c2299370.wav,Internal discussion on margin shortfall,NSE staff coordinate on margin issue,Internal staff discuss margin workflow.,,,,,,,,
2144,c2299376.wav,Query about NSE trade alert SMS,NSE explains alerts are sent for active accounts,Customer receives SMS; NSE clarifies alert process.,,,,,,,,
2145,c2299379.wav,Query about NSE alert emails,NSE explains emails are sent for active Demat accounts,Customer receives emails; NSE clarifies process.,,,,,,,,
2146,c2299382.wav,Negative balance after Sun Pharma auction,NSE advises to contact broker and file complaint if unsatisfied,Customer confused about negative balance; NSE clarifies broker's role.,,,,,,,,
2147,c2299390.wav,Request for discussion,NSE staff confirms and coordinates,Internal staff discuss meeting.,,,,,,,,
2148,c2299408.wav,Query about market reaction to company results,NSE explains multiple factors affect market,Customer asks about market; NSE clarifies influences.,,,,,,,,
2149,c2299417.wav,Request for Minar's extension,NSE staff provides extension,Internal staff coordinate contact.,,,,,,,,
2150,c2299418.wav,Query about late night SMS and UCI responsibility,NSE staff discuss responsibility and resolution,Internal staff coordinate on SMS issue. 2151,c2299425.wav,Query about UCC client status and file path,NSE staff guides on checking segment status and sending CMSL copy,Broker faces UCC status issue; NSE explains process.,,,,
2152,c2299426.wav,Request to call back later,NSE staff agrees to call back,Internal staff coordinate follow-up.,,,,,,,,
2153,c2299430.wav,Discussion about Teams case,NSE staff agrees to continue conversation,Internal staff coordinate on Teams case.,,,,,,,,
2154,c2299431.wav,Telegram investment scam and refund request,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2155,c2299444.wav,Discussion about UCI tagging and direct mail,NSE staff coordinate on tagging and direct communication,Internal staff discuss workflow.,,,,,,,,
2156,c2299451.wav,Thank you message,No response needed,Simple thank you; no actionable query.,,,,,,,,
2157,c2299453.wav,Pending UCI category change request,NSE confirms process and advises to wait,Broker asks about category change; NSE clarifies process.,,,,,,,,
2158,c2299474.wav,Discussion on trading alerts and funds/securities SMS,NSE staff clarify alert process,Internal staff discuss alert workflow.,,,,,,,,
2159,c2299475.wav,Request to close unknown account,NSE advises to check mailbox and contact broker,Customer wants to close account; NSE directs to broker.,,,,,,,,
2160,c2299490.wav,Telegram trading scam and withdrawal issue,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2161,c2299492.wav,Request to close account and minus balance SMS,NSE advises to contact broker mentioned in SMS,Customer receives minus balance SMS; NSE directs to broker.,,,,,,,,
2162,c2299511.wav,Query about NSE alert emails and security balance,NSE explains alerts are sent for active accounts,Customer receives alert; NSE clarifies process.,,,,,,,,
2163,c2299514.wav,How to check multiple UCCs for a PAN,NSE guides to use UCI portal's generate report feature,Broker asks about UCCs; NSE explains process.,,,,,,,,
2164,c2299519.wav,Union Bank shares with Carvey and claim process,NSE explains to check with IIFL and file claim if needed,Customer asks about shares; NSE clarifies process.,,,,,,,,
2165,c2299552.wav,Query about selling restricted shares after compliance removal,NSE explains broker must contact exchange,Customer can't sell shares; NSE clarifies broker's role.,,,,,,,,
2166,c2299606.wav,Undertaking letter and claim settlement for Carvey,NSE explains calculation and process for claim and litigation,Customer asks about claim; NSE clarifies process.,,,,,,,,
2167,c2299631.wav,Query about trading app and investment via Telegram,NSE confirms fraud and advises cybercrime complaint,Customer lost money via Telegram; NSE guides to file complaint.,,,,,,,,
2168,c2299641.wav,How to purchase NSE unlisted shares and company info,NSE provides secretarial email and advises to contact RTA,Customer asks about unlisted shares; NSE clarifies process.,,,,,,,,
2169,c2299648.wav,Query about Tata Motor shares and claim filing,NSE checks PAN and explains claim process,Customer asks about claim; NSE clarifies process.,,,,,,,,
2170,c2299657.wav,Repeated NSE alert emails and broker identification,NSE explains broker is in third paragraph and directs to contact broker,Customer receives emails; NSE clarifies process.,,,,,,,,
2171,c2299661.wav,How to sell inherited physical shares,NSE explains to contact RTA and transfer to demat,Customer asks about selling shares; NSE clarifies process.,,,,,,,,
2172,c2299665.wav,Issue with task closure authority,NSE staff discuss rights and ticketing,Internal staff coordinate on task workflow.,,,,,,,,
2173,c2299666.wav,Internal discussion on Mahindra Kalantri case,NSE staff coordinate on response,Internal staff discuss case workflow.,,,,,,,,
2174,c2299671.wav,Request for accounts department contact,NSE provides phone and email for accounts,Customer asks about account issue; NSE gives contact info.,,,,,,,,
2175,c2299698.wav,Request for callback from backend team,NSE staff promises callback from Mangesh,Customer requests callback; NSE coordinates follow-up. 2176,c2299704.wav,DP ID not active in UCC despite being active in depository,NSE advises to send latest CMSL copy to UCI,Broker faces DP ID issue; NSE explains process.,,,,
2177,c2299719.wav,Request for Minara's contact and case closure,NSE staff coordinate on follow-up and screenshots,Internal staff discuss case workflow.,,,,,,,,
2178,c2299724.wav,NSE ID expired for Aadhar exam,NSE provides NSE ID team contact number,Customer asks about exam ID; NSE gives support contact.,,,,,,,,
2179,c2299749.wav,Query about teams and account balance,NSE staff confirm no account and coordinate with team,Internal staff discuss account workflow.,,,,,,,,
2180,c2299752.wav,Invalid DEMAT account in UCC,NSE advises to email UCI with screenshots,Broker faces DEMAT issue; NSE explains troubleshooting.,,,,,,,,
2181,c2299776.wav,No interest received for SGB bond,NSE advises to contact broker and provides process,Customer asks about SGB interest; NSE clarifies process.,,,,,,,,
2182,c2299781.wav,Request to stay for Member Compliance case,NSE staff coordinate on meeting,Internal staff discuss case workflow.,,,,,,,,
2183,c2299798.wav,Account blocked in Upstox,NSE advises to wait 7-10 days and follow up with broker,Customer wants account unblocked; NSE explains process.,,,,,,,,
2184,c2299816.wav,PMS client not permitted to trade due to PAN name mismatch,NSE advises to use exact PAN name and modify via unfreeze request,Broker faces PMS client issue; NSE clarifies process.,,,,,,,,
2185,c2299823.wav,Mutual fund SIP in Groww not processing,NSE advises to coordinate with broker for approval,Customer's SIP pending; NSE directs to broker.,,,,,,,,
2186,c2299825.wav,Issue with IIN mapping and SIP onboarding,NSE staff discuss IIN mapping and process,Broker faces IIN issue; NSE clarifies process.,,,,,,,,
2187,c2299839.wav,Query about SGB bond interest and RBI complaint,NSE staff discuss RBI's role and complaint process,Internal staff clarify SGB workflow.,,,,,,,,
2188,c2299840.wav,Query about SGB bond interest and RBI complaint,NSE staff discuss RBI's role and complaint process,Internal staff clarify SGB workflow.,,,,,,,,
2189,c2299844.wav,Meaning of series codes in price band hitters and Nifty indices,NSE explains series codes and how to find index constituents,Customer asks about series and Nifty; NSE clarifies process.,,,,,,,,
2190,c2299847.wav,Complaint not visible on SEBI portal for company,NSE staff confirm no complaint registered,Company can't see complaint; NSE clarifies status.,,,,,,,,
2191,c2299848.wav,PMS client name mismatch and unfreeze request,NSE advises to use PAN name and refer to circular 61299,Broker faces name mismatch; NSE clarifies process.,,,,,,,,
2192,c2299875.wav,Query about Seabricks platform and unlisted NCDs,NSE staff checks and promises to follow up,Customer asks about Seabricks; NSE clarifies process.,,,,,,,,
2193,c2299904.wav,Request to transfer Demat account from Motilal Oswal to SBI,NSE advises to file complaint on SEBI SCORES if broker unresponsive,Customer can't transfer account; NSE explains complaint process.,,,,,,,,
2194,c2299912.wav,Account type for error and pro accounts in UCC,NSE confirms error account type and refers to circular,Broker asks about account type; NSE clarifies process.,,,,,,,,
2195,c2299944.wav,Clarification on whistleblower policy in circular 65921,NSE advises to email investigation department,Broker asks about policy; NSE clarifies process.,,,,,,,,
2196,c2299951.wav,Received claim settlement letter and inadmissible amount,NSE explains calculation and advises to read letter,Customer asks about claim; NSE clarifies process.,,,,,,,,
2197,c2299957.wav,Clarification on whistleblower policy in circular 65921,NSE advises to email investigation department,Broker asks about policy; NSE clarifies process.,,,,,,,,
2198,c2299995.wav,Wrong payment made to NSE,NSE staff advises to check with accounts and clearing department,Customer made wrong payment; NSE guides on follow-up.,,,,,,,,
2199,c2299997.wav,Indemnity bond and claim processing for Carvey,NSE confirms receipt and explains next steps,Customer asks about claim; NSE clarifies process.,,,,,,,,
2200,c2300018.wav,Upstox account reactivation pending with NSE,NSE advises to get written confirmation from broker and forward to NSE,Customer's account not unblocked; NSE explains process. 2201,c2300021.wav,Unable to find 'upload client status' option in Member Portal,NSE advises to clear browser cache/cookies and retry,Member can't find upload option; NSE suggests clearing browser data and retrying,offers further help if issue persists.,,,
2202,c2300024.wav,Received email about care fund,unsure about charges,NSE explains emails are informational,no charges,and advises to confirm with broker if needed,Customer confused about care fund email; NSE clarifies it's informational and suggests contacting broker for details.,,,,,
2203,c2300032.wav,Needs to change linked bank account in HDFC Securities,NSE advises to contact HDFC branch or use online services,Customer wants to change bank account; NSE guides to branch or online support.,,,,,,,,
2204,c2300044.wav,Internal discussion about closed case and member communication,NSE staff coordinate on case closure and draft response,Internal staff discuss case workflow and responsibilities.,,,,,,,,
2205,c2300054.wav,KYC repeatedly requested despite multiple submissions,NSE advises to contact broker for resolution,Customer faces repeated KYC requests; NSE directs to broker for assistance.,,,,,,,,
2206,c2300067.wav,Internal discussion on closed cases and legal team delays,NSE staff coordinate on legal case follow-up,Internal staff discuss legal case workflow and delays.,,,,,,,,
2207,c2300083.wav,Internal discussion on case closure and member response,NSE staff agree to close case after member communication,Internal staff coordinate on closing resolved case.,,,,,,,,
2208,c2300088.wav,Internal discussion on closed case and reply process,NSE staff clarify reply can be given without reopening case,Internal staff discuss reply workflow for closed case.,,,,,,,,
2209,c2300102.wav,Request to speak with Shruti Sharma about complaint,NSE attempts to connect,advises to email concern and case number,Customer wants to escalate complaint; NSE tries to connect,provides email for further action.,,,,,,
2210,c2300109.wav,Request to stop member reporting emails,NSE explains reporting is mandatory and cannot be stopped,Member asks to stop emails; NSE clarifies compliance requirements.,,,,,,,,
2211,c2300129.wav,Inquiry about buying NSE unlisted stocks,NSE advises to email secretarial team for confirmation,Customer asks about unlisted stocks; NSE provides contact for official confirmation.,,,,,,,,
2212,c2300154.wav,Inquiry about purchasing NSE unlisted shares,NSE advises to contact secretarial team via email,Customer asks about unlisted shares; NSE provides relevant email contacts.,,,,,,,,
2213,c2300157.wav,Opening trading account for One Person Company (OPC),NSE advises to contact inspection team for OPC account,Broker asks about OPC account; NSE directs to inspection team.,,,,,,,,
2214,c2300159.wav,Account opened without consent during SBI visit,wants to close,NSE explains to contact SBI CAP Securities for closure,Customer's account opened without consent; NSE guides to broker for closure.,,,,,,,
2215,c2300160.wav,Bank wants to submit guarantee for broking company,NSE provides process and contact for risk/collateral department,Banker asks about guarantee process; NSE provides department contact and process.,,,,,,,,
2216,c2300189.wav,Internal discussion on abandoned calls and bulk emailers,NSE staff coordinate on annual return email issues,Internal staff discuss compliance email workflow.,,,,,,,,
2217,c2300195.wav,Error while pushing API data for account opening,NSE staff troubleshoot API error,advise on password and process,Broker faces API error; NSE staff troubleshoot and request documentation.,,,,,,,
2218,c2300213.wav,Request to validate PAN/KYC,NSE provides KYC department contact and email,Customer asks about KYC validation; NSE provides contact and process.,,,,,,,,
2219,c2300219.wav,Dispute over missing shares after multiple trades,NSE advises to file complaint on SEBI SCORES,Customer faces missing shares; NSE explains complaint process and documentation.,,,,,,,,
2220,c2300225.wav,Internal discussion on ticket response,NSE staff coordinate on response workflow,Internal staff discuss ticketing process.,,,,,,,,
2221,c2300230.wav,Unable to get holding statement for old shares,NSE advises to contact NSDL for holding statement,Customer can't get statement; NSE explains to contact depository.,,,,,,,,
2222,c2300246.wav,Internal discussion on task visibility in Teams,NSE staff troubleshoot task ID issue,Internal staff coordinate on Teams workflow.,,,,,,,,
2223,c2300258.wav,Unable to view IndiaVIX data online,NSE advises to clear browser cookies and check official website,Customer can't see IndiaVIX; NSE suggests browser troubleshooting.,,,,,,,,
2224,c2300261.wav,Asked for cancelled cheque for claim payment,NSE provides default ISC email for document submission,Customer asked for documents; NSE provides email and process.,,,,,,,,
2225,c2300272.wav,How to filter stocks by monthly low for swing trading,NSE explains no such filter exists,suggests manual checking,Customer wants swing trading filter; NSE explains manual process and provides academy contact. 2226,c2300284.wav,Blocked funds in AngelOne account,NSE advises to contact broker for details,Customer finds funds blocked; NSE guides to broker for resolution.,,,
2227,c2300300.wav,Internal discussion on timesheet and leave,NSE staff coordinate on timesheet updates,Internal staff discuss leave and timesheet process.,,,,,,,,
2228,c2300308.wav,Complaint follow-up and account closure issue,NSE staff coordinate on complaint,customer wants account closed,Customer frustrated with unresolved complaint; NSE staff coordinate follow-up.,,,,,,,
2229,c2300310.wav,Request for payment reversal details,NSE requests more information and reason for payment,Customer asks about payment reversal; NSE requests clarification and details.,,,,,,,,
2230,c2300313.wav,Request to create new CHDID for desks,NSE staff discuss ticketing process,Internal staff coordinate on IT ticketing for new PCs.,,,,,,,,
2231,c2300325.wav,Upload Client Status option missing in UCI,NSE advises to clear cache/cookies and use incognito mode,Broker can't find upload option; NSE suggests browser troubleshooting.,,,,,,,,
2232,c2300328.wav,Unable to upload bulk client closure file,NSE advises to clear cookies and try again,Broker can't upload bulk file; NSE suggests browser troubleshooting.,,,,,,,,
2233,c2300330.wav,Receiving NSE emails for Axis Bank Demat account not opened,NSE explains to contact Axis Securities for closure,Customer receives emails for unknown account; NSE guides to broker for closure.,,,,,,,,
2234,c2300331.wav,CHDID creation for member compliance,NSE staff discuss ticketing and entity selection,Internal staff coordinate on IT ticketing process.,,,,,,,,
2235,c2300334.wav,Not received T-PIN for Kite account,NSE advises to contact depository (NSDL/CDSL),Customer hasn't received T-PIN; NSE directs to depository for resolution.,,,,,,,,
2236,c2300338.wav,Confusion over SIP email and password,NSE explains PDF password is PAN,advises to contact broker,Customer can't open SIP statement; NSE clarifies password and suggests broker contact.,,,,,,,
2237,c2300341.wav,Received message about large sum,unsure of source,NSE clarifies call is to NSE,advises to check message details,Customer confused about message; NSE clarifies and ends call.,,,,,,
2238,c2300350.wav,Ticket raised for new CHDID,NSE staff confirm entity and configuration,Internal staff coordinate on IT ticketing.,,,,,,,,
2239,c2300351.wav,Inquiry about NSE and share market,NSE explains its role,Customer asks about NSE; NSE provides basic information.,,,,,,,,
2240,c2300352.wav,Claim form submission and WhatsApp communication,NSE explains no WhatsApp communication,requests broker details,Customer confused about claim process; NSE requests more details.,,,,,,,
2241,c2300370.wav,Complaint about unresolved case and regional office,NSE advises to contact regional office,Customer frustrated with unresolved claim; NSE explains process and regional office contact.,,,,,,,,
2242,c2300374.wav,Dematerialization request rejected due to signature mismatch,NSE guides to contact RTA (MEFG In Time),Customer's demat request rejected; NSE provides RTA contact process.,,,,,,,,
2243,c2300379.wav,Follow-up on company access for AngelOne,NSE staff coordinate on company access update,Internal staff discuss follow-up process.,,,,,,,,
2244,c2300381.wav,Repeated emails about multiple AP banks,NSE advises to reply with case ID and compliance,Broker receives repeated emails; NSE clarifies reply process.,,,,,,,,
2245,c2300429.wav,No query provided,No response,No actionable content.,,,,,,,,
2246,c2300440.wav,Investor KRA validation error,NSE staff coordinate on follow-up,Internal staff discuss KRA validation process.,,,,,,,,
2247,c2300498.wav,Request to release NISM certificate,NSE explains only broker can release,Customer wants certificate released; NSE clarifies broker's role.,,,,,,,,
2248,c2300526.wav,Internal discussion on case update and legal cases,NSE staff coordinate on legal case follow-up,Internal staff discuss legal workflow.,,,,,,,,
2249,c2300539.wav,Case assignment and inspection follow-up,NSE staff coordinate on case ID and inspection,Internal staff discuss case workflow.,,,,,,,,
2250,c2300564.wav,Timesheet and project code entry,NSE staff guide on timesheet process,Internal staff discuss timesheet and project code entry. 2251,c2300588.wav,Internal discussion on member calls and investor queries,NSE staff discuss member complaints and call workflow,Internal staff coordinate on member and investor queries.,,,,
2252,c2300597.wav,Account with broker stopped working,shares transferred,NSE advises to contact broker for details,Customer's broker stopped; NSE guides to contact broker for share transfer info.,,,,,,,
2253,c2300612.wav,Account closed but charges still deducted,NSE advises to contact Axis Securities,Customer's account closed but charges deducted; NSE directs to broker.,,,,,,,,
2254,c2300619.wav,Linking Sovereign Gold Bonds to Demat,NSE provides NMF helpline for assistance,Customer wants to link bonds; NSE provides department contact.,,,,,,,,
2255,c2300651.wav,Fund release pending due to missing undertaking,NSE advises to send undertaking to start fund release,Internal staff coordinate on fund release process.,,,,,,,,
2256,c2300826.wav,Internal discussion on approval snapshot,NSE staff coordinate on approval process,Internal staff discuss approval workflow.,,,,,,,,
2257,c2301002.wav,AC issue on third floor,NSE staff acknowledge and note issue,Internal staff discuss AC maintenance.,,,,,,,,
2258,c2301041.wav,System access issue on TL desk,NSE staff explain engineers are busy,Internal staff coordinate on IT support.,,,,,,,,
2259,c2301045.wav,Task ID and case ID not reflecting,NSE staff confirm issue is resolved,Internal staff coordinate on system issue.,,,,,,,,
2260,c2301080.wav,IP phone not logging in,NSE advises to contact voice team,Internal staff discuss IP phone issue.,,,,,,,,
2261,c2301082.wav,Transfer date clarification for VMS,NSE staff coordinate on report and snapshot,Internal staff discuss report generation.,,,,,,,,
2262,c2301087.wav,Request to forward mail to investor,NSE staff coordinate urgent mail forwarding,Internal staff discuss mail workflow.,,,,,,,,
2263,c2301088.wav,DP status inactive in UCC,NSE explains process and need to update BOID,Broker faces DP status issue; NSE clarifies update process.,,,,,,,,
2264,c2301102.wav,Incident ticket for system and IP phone issues,NSE staff assign engineer for urgent support,Internal staff coordinate IT support.,,,,,,,,
2265,c2301107.wav,Clarification on NSE alert email and trading benefits,NSE explains emails are informational,Customer confused about NSE alert; NSE clarifies purpose.,,,,,,,,
2266,c2301111.wav,Request for help desk support,NSE staff assign engineer,Internal staff coordinate IT support.,,,,,,,,
2267,c2301112.wav,Thank you message,No response needed,Simple thank you; no actionable query.,,,,,,,,
2268,c2301113.wav,Keyboard not working,request for replacement,NSE staff guide on incident ticket process,Internal staff discuss IT support.,,,,,,,
2269,c2301116.wav,Request for support at desk 63,NSE staff assign engineer,Internal staff coordinate IT support.,,,,,,,,
2270,c2301126.wav,Unable to trade in S&O segment,NSE advises to contact broker (Upstox),Customer can't trade in S&O; NSE directs to broker for resolution.,,,,,,,,
2271,c2301128.wav,Demat account dormant,not activated in NSE,NSE explains broker must update details,Customer's account not activated; NSE clarifies broker's role.,,,,,,,
2272,c2301129.wav,Telegram trading fraud,NSE confirms it's a scam and advises cybercrime complaint,Customer reports Telegram fraud; NSE clarifies NSE does not support Telegram trading.,,,,,,,,
2273,c2301132.wav,Clarification on CIS and COE submission dates,NSE staff coordinate on transfer dates,Internal staff discuss HR process.,,,,,,,,
2274,c2301139.wav,Receiving NSE emails,wants to know broker,NSE explains how to find broker in email,Customer receives emails; NSE guides to broker info in email.,,,,,,,
2275,c2301156.wav,Complaint about Nifty Futures price manipulation,NSE listens to detailed market concerns,Customer alleges market manipulation; NSE listens and acknowledges. 2276,c2301162.wav,Internet not working at reception,NSE staff coordinate IT support,Internal staff discuss IT issue and support process.,,,,
2277,c2301164.wav,Disclosure filing confusion for listed company,NSE staff transfer call to listing compliance,Company asks about disclosure; NSE connects to compliance team.,,,,,,,,
2278,c2301165.wav,Unable to close DMAT account,still receiving emails,NSE explains to contact broker (HDFC Securities) for closure,Customer can't close account; NSE guides to broker for process.,,,,,,,
2279,c2301175.wav,IT support not arrived for help desk,NSE staff coordinate engineer dispatch,Internal staff discuss IT support workflow.,,,,,,,,
